brand,name,price,nam_sx,origin,type_car,km_traveled,gear,condition,fuel
Mazda,Mazda 3 1.5 Hatchback 2018,475 triệu,Năm SX 2018,Xuất xứ Trong nước,Kiểu dáng Hatchback,Km đã đi 70.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Mazda,Mazda CX-30 2.0L Premium 2023,664 triệu,Năm SX 2023,Xuất xứ Nhập khẩu,Kiểu dáng Sedan,Km đã đi 13.000 km,Hộp số Số tự động,Tình trạng Xe mới,Nhiên liệu Xăng
Mazda,Mazda CX-5 2.5L AT AWD 2018,598 triệu,Năm SX 2018,Xuất xứ Trong nước,Kiểu dáng SUV,Km đã đi 30.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Mazda,Mazda 6 2.0 AT 2016,450 triệu,Năm SX 2016,Xuất xứ Trong nước,Kiểu dáng Sedan,Km đã đi 40.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Mazda,Mazda CX-8 Premium AWD 2023,1 tỉ 115 triệu,Năm SX 2023,Xuất xứ Trong nước,Kiểu dáng SUV,Km đã đi 20.000 km,Hộp số Số tự động,Tình trạng Xe mới,Nhiên liệu Xăng
Mazda,Mazda 2 1.5AT 2023,415 triệu,Năm SX 2023,Xuất xứ Nhập khẩu,Kiểu dáng Sedan,Km đã đi 30.000 km,Hộp số Số tự động,Tình trạng Xe mới,Nhiên liệu Xăng
Mazda,Mazda 3 1.5L Sedan 2018,485 triệu,Năm SX 2018,Xuất xứ Trong nước,Kiểu dáng SUV,Km đã đi 40.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Mazda,Mazda 6 2020,659 triệu,Năm SX 2020,Xuất xứ Trong nước,Kiểu dáng SUV,Km đã đi 70.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Mazda,Mazda CX-5 2.5L Signature Premium AWD 2022,865 triệu,Năm SX 2022,Xuất xứ Trong nước,Kiểu dáng Sedan,Km đã đi 44.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Mazda,Mazda CX-30 2.0L Premium 2023,704 triệu,Năm SX 2023,Xuất xứ Nhập khẩu,Kiểu dáng Sedan,Km đã đi 16.000 km,Hộp số Số tự động,Tình trạng Xe mới,Nhiên liệu Xăng
Mazda,Mazda 2 1.5AT 2023,415 triệu,Năm SX 2023,Xuất xứ Nhập khẩu,Kiểu dáng Sedan,Km đã đi 38.000 km,Hộp số Số tự động,Tình trạng Xe mới,Nhiên liệu Xăng
Mazda,Mazda CX-30 2.0L Premium 2023,704 triệu,Năm SX 2023,Xuất xứ Nhập khẩu,Kiểu dáng Sedan,Km đã đi 38.000 km,Hộp số Số tự động,Tình trạng Xe mới,Nhiên liệu Xăng
Mazda,Mazda CX-30 2.0L Luxury 2023,664 triệu,Năm SX 2023,Xuất xứ Nhập khẩu,Kiểu dáng Sedan,Km đã đi 61.000 km,Hộp số Số tự động,Tình trạng Xe mới,Nhiên liệu Xăng
Mazda,Mazda 3 Sedan 1.5L Luxury 2023,619 triệu,Năm SX 2023,Xuất xứ Trong nước,Kiểu dáng SUV,Km đã đi 61.000 km,Hộp số Số tự động,Tình trạng Xe mới,Nhiên liệu Xăng
Mazda,Mazda 3 Sport 1.5L Luxury 2021,570 triệu,Năm SX 2021,Xuất xứ Trong nước,Kiểu dáng Sedan,Km đã đi 38.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Mazda,Mazda 3 2.0L Signature Premium 2019,495 triệu,Năm SX 2019,Xuất xứ Trong nước,Kiểu dáng Bán Tải,Km đã đi 7.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Mazda,Mazda CX-5 2.0L Premium 2021,758 triệu,Năm SX 2021,Xuất xứ Trong nước,Kiểu dáng SUV,Km đã đi 13.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Mazda,Mazda 3 Sport 1.5L Luxury 2019,508 triệu,Năm SX 2019,Xuất xứ Trong nước,Kiểu dáng Sedan,Km đã đi 68.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Mazda,Mazda CX-5 2.0 Luxury 2023,775 triệu,Năm SX 2023,Xuất xứ Trong nước,Kiểu dáng SUV,Km đã đi 15.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Mazda,Mazda CX-5 2.0 Luxury 2020,690 triệu,Năm SX 2020,Xuất xứ Trong nước,Kiểu dáng SUV,Km đã đi 9.999 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Mazda,Mazda CX-5 2.0 Premium 2014,450 triệu,Năm SX 2014,Xuất xứ Trong nước,Kiểu dáng SUV,Km đã đi 79.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Mazda,Mazda CX-5 2.0l luxury 2023,789 triệu,Năm SX 2023,Xuất xứ Trong nước,Kiểu dáng SUV,Km đã đi 29.000 km,Hộp số Số tự động,Tình trạng Xe mới,Nhiên liệu Xăng
Mazda,Mazda 3 Sport 1.5L Premium 2023,709 triệu,Năm SX 2023,Xuất xứ Trong nước,Kiểu dáng SUV,Km đã đi 79 km,Hộp số Số tự động,Tình trạng Xe mới,Nhiên liệu Xăng
Mazda,Mazda 2 IPM 2023,415 triệu,Năm SX 2023,Xuất xứ Nhập khẩu,Kiểu dáng Sedan,Km đã đi 14.000 km,Hộp số Số tự động,Tình trạng Xe mới,Nhiên liệu Xăng
Mazda,Mazda CX-5 P𝒓𝒆𝒎𝒊𝒖𝒎 𝑬𝒙𝒄𝒍𝒖𝒔𝒊𝒗𝒆 2023,749 triệu,Năm SX 2023,Xuất xứ Trong nước,Kiểu dáng Sedan,Km đã đi 98.000 km,Hộp số Số tự động,Tình trạng Xe mới,Nhiên liệu Xăng
Mazda,Mazda 3 Sedan 1.5L Luxury 2023,619 triệu,Năm SX 2023,Xuất xứ Trong nước,Kiểu dáng Sedan,Km đã đi 68.000 km,Hộp số Số tự động,Tình trạng Xe mới,Nhiên liệu Xăng
Mazda,Mazda 3 1.5L Premium 2019,458 triệu,Năm SX 2019,Xuất xứ Trong nước,Kiểu dáng Sedan,Km đã đi 68.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Mazda,Mazda 2 Sport 1.5L Premium 2021,468 triệu,Năm SX 2021,Xuất xứ Nhập khẩu,Kiểu dáng SUV,Km đã đi 35.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Mazda,Mazda 3 1.5L Sedan 2017,395 triệu,Năm SX 2017,Xuất xứ Trong nước,Kiểu dáng Sedan,Km đã đi 68.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Mazda,Mazda 2 2015,370 triệu,Năm SX 2015,Xuất xứ Trong nước,Kiểu dáng Sedan,Km đã đi 150.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Mazda,Mazda 3 2006,139 triệu,Năm SX 2006,Xuất xứ Trong nước,Kiểu dáng SUV,Km đã đi 46.000 km,Hộp số Số tay,Tình trạng Xe cũ,Nhiên liệu Xăng
Mazda,Mazda CX-8 Premium AWD 2023,1 tỉ 029 triệu,Năm SX 2023,Xuất xứ Trong nước,Kiểu dáng Sedan,Km đã đi 30.000 km,Hộp số Số tự động,Tình trạng Xe mới,Nhiên liệu Xăng
Mazda,Mazda 3 1.5L Luxury 2019,520 triệu,Năm SX 2019,Xuất xứ Trong nước,Kiểu dáng Hatchback,Km đã đi 61.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Mazda,Mazda 6 2.0 AT 2015,455 triệu,Năm SX 2015,Xuất xứ Trong nước,Kiểu dáng SUV,Km đã đi 11.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Mazda,Mazda CX-30 2023,709 triệu,Năm SX 2023,Xuất xứ Trong nước,Kiểu dáng Sedan,Km đã đi 50.000 km,Hộp số Số tự động,Tình trạng Xe mới,Nhiên liệu Xăng
Mazda,Mazda CX-8 2023,949 triệu,Năm SX 2023,Xuất xứ Trong nước,Kiểu dáng SUV,Km đã đi 80.000 km,Hộp số Số tự động,Tình trạng Xe mới,Nhiên liệu Xăng
Mazda,Mazda 2 2023,429 triệu,Năm SX 2023,Xuất xứ Trong nước,Kiểu dáng SUV,Km đã đi 14.000 km,Hộp số Số tự động,Tình trạng Xe mới,Nhiên liệu Xăng
Mazda,Mazda 6 2.0L Premium 2023,779 triệu,Năm SX 2023,Xuất xứ Trong nước,Kiểu dáng Sedan,Km đã đi 35.000 km,Hộp số Số tự động,Tình trạng Xe mới,Nhiên liệu Xăng
Mazda,Mazda 2 Sedan 1.5L Luxury 2020,410 triệu,Năm SX 2020,Xuất xứ Trong nước,Kiểu dáng Sedan,Km đã đi 60.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Mazda,Mazda 6 2.5 Premium 2014,420 triệu,Năm SX 2014,Xuất xứ Trong nước,Kiểu dáng Sedan,Km đã đi 129.999 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Mazda,Mazda 6 2.5 Premium 2014,475 triệu,Năm SX 2014,Xuất xứ Nhập khẩu,Kiểu dáng SUV,Km đã đi 30.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Mazda,Mazda 3 2010,275 triệu,Năm SX 2010,Xuất xứ Trong nước,Kiểu dáng Sedan,Km đã đi 17.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Mazda,Mazda BT-50 2.2 AT 2x2 2015,350 triệu,Năm SX 2015,Xuất xứ Trong nước,Kiểu dáng SUV,Km đã đi 45.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Diesel
Mazda,Mazda BT-50 2.2MT 4WD 2019,450 triệu,Năm SX 2019,Xuất xứ Nhập khẩu,Kiểu dáng SUV,Km đã đi 1.000 km,Hộp số Số tay,Tình trạng Xe cũ,Nhiên liệu Diesel
Mazda,Mazda 3 2016,425 triệu,Năm SX 2016,Xuất xứ Trong nước,Kiểu dáng Sedan,Km đã đi 70.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Mazda,Mazda 3 2019,475 triệu,Năm SX 2019,Xuất xứ Trong nước,Kiểu dáng Sedan,Km đã đi 48.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Mazda,Mazda 3 2018,465 triệu,Năm SX 2018,Xuất xứ Trong nước,Kiểu dáng SUV,Km đã đi 12.345 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Mazda,Mazda CX-5 2.0 Premium 2022,769 triệu,Năm SX 2022,Xuất xứ Trong nước,Kiểu dáng Sedan,Km đã đi 61.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Mazda,Mazda 6 2016,495 triệu,Năm SX 2016,Xuất xứ Trong nước,Kiểu dáng SUV,Km đã đi 45.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Mazda,Mazda CX-5 2023,749 triệu,Năm SX 2023,Xuất xứ Trong nước,Kiểu dáng Sedan,Km đã đi 100.000 km,Hộp số Số tự động,Tình trạng Xe mới,Nhiên liệu Xăng
Mazda,Mazda 2 Sedan 1.5L Luxury 2023,459 triệu,Năm SX 2023,Xuất xứ Trong nước,Kiểu dáng SUV,Km đã đi 2.000 km,Hộp số Số tự động,Tình trạng Xe mới,Nhiên liệu Xăng
Mazda,Kia Carens 1.5L IVT 2023,629 triệu,Năm SX 2023,Xuất xứ Trong nước,Kiểu dáng Hatchback,Km đã đi 45.000 km,Hộp số Số tự động,Tình trạng Xe mới,Nhiên liệu Xăng
Mazda,Mazda CX-8 Luxury 2021,795 triệu,Năm SX 2021,Xuất xứ Trong nước,Kiểu dáng Sedan,Km đã đi 82.726 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Mazda,Mazda 6 2.5L Premium 2018,575 triệu,Năm SX 2018,Xuất xứ Trong nước,Kiểu dáng Sedan,Km đã đi 55.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Mazda,Mazda CX-5 2.5L Signature Premium AWD 2020,759 triệu,Năm SX 2020,Xuất xứ Trong nước,Kiểu dáng SUV,Km đã đi 54 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Mazda,Mazda 3 2020,515 triệu,Năm SX 2020,Xuất xứ Trong nước,Kiểu dáng Sedan,Km đã đi 8.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Mazda,Mazda CX-5 2.5 Signature Premium 2WD 2019,690 triệu,Năm SX 2019,Xuất xứ Trong nước,Kiểu dáng Sedan,Km đã đi 89.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Mazda,Mazda 3 Sport 1.5L Luxury 2022,655 triệu,Năm SX 2022,Xuất xứ Trong nước,Kiểu dáng Crossover,Km đã đi 190.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Mazda,Mazda 3 2.0L Sedan 2018,496 triệu,Năm SX 2018,Xuất xứ Trong nước,Kiểu dáng Sedan,Km đã đi 76.896 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Mazda,Mazda 6 2023,914 triệu,Năm SX 2023,Xuất xứ Trong nước,Kiểu dáng Sedan,Km đã đi 45.000 km,Hộp số Số tự động,Tình trạng Xe mới,Nhiên liệu Xăng
Mazda,Mazda 2 2023,429 triệu,Năm SX 2023,Xuất xứ Trong nước,Kiểu dáng Sedan,Km đã đi 2.663 km,Hộp số Số tự động,Tình trạng Xe mới,Nhiên liệu Xăng
Mazda,Mazda CX-8 Luxury 2019,739 triệu,Năm SX 2019,Xuất xứ Trong nước,Kiểu dáng SUV,Km đã đi 110.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Mazda,Mazda 3 2016,395 triệu,Năm SX 2016,Xuất xứ Trong nước,Kiểu dáng Hatchback,Km đã đi 69.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Mazda,Mazda CX-5 2.0 Luxury 2020,699 triệu,Năm SX 2020,Xuất xứ Trong nước,Kiểu dáng SUV,Km đã đi 30.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Mazda,Mazda 3 2018,468 triệu,Năm SX 2018,Xuất xứ Trong nước,Kiểu dáng Bán Tải,Km đã đi 46.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Mazda,Mazda CX-5 2021,780 triệu,Năm SX 2021,Xuất xứ Trong nước,Kiểu dáng Sedan,Km đã đi 35.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Mazda,Mazda CX-5 2.5L AT FWD 2018,645 triệu,Năm SX 2018,Xuất xứ Trong nước,Kiểu dáng Bán Tải,Km đã đi 80.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Mazda,Mazda 3 1.5L Sedan 2018,465 triệu,Năm SX 2018,Xuất xứ Trong nước,Kiểu dáng Sedan,Km đã đi 86.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Mazda,Mazda 2 2015,346 triệu,Năm SX 2015,Xuất xứ Trong nước,Kiểu dáng SUV,Km đã đi 72.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Mazda,Mazda 6 2.0L Premium 2022,739 triệu,Năm SX 2022,Xuất xứ Trong nước,Kiểu dáng SUV,Km đã đi 10.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Mazda,Mazda 3 Sedan 1.5L Deluxe 2022,555 triệu,Năm SX 2022,Xuất xứ Trong nước,Kiểu dáng Hatchback,Km đã đi 62.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Mazda,Mazda 3 1.5L Sedan 2018,465 triệu,Năm SX 2018,Xuất xứ Trong nước,Kiểu dáng Bán Tải,Km đã đi 100.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Mazda,Mazda CX-5 2.0l luxury 2022,750 triệu,Năm SX 2022,Xuất xứ Trong nước,Kiểu dáng Bán Tải,Km đã đi 38.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Mazda,Mazda 3 1.5L Premium 2022,639 triệu,Năm SX 2022,Xuất xứ Trong nước,Kiểu dáng Sedan,Km đã đi 4.475 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Mazda,Mazda BT-50 Premium 4x4 3.2 AT 2019,525 triệu,Năm SX 2019,Xuất xứ Trong nước,Kiểu dáng SUV,Km đã đi 10.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Diesel
Mazda,Mazda 3 2015,370 triệu,Năm SX 2015,Xuất xứ Trong nước,Kiểu dáng SUV,Km đã đi 52.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Mazda,Mazda CX-8 2023,949 triệu,Năm SX 2023,Xuất xứ Trong nước,Kiểu dáng Sedan,Km đã đi 70.000 km,Hộp số Số tự động,Tình trạng Xe mới,Nhiên liệu Xăng
Mazda,Mazda 3 2023,579 triệu,Năm SX 2023,Xuất xứ Trong nước,Kiểu dáng Sedan,Km đã đi 50.000 km,Hộp số Số tự động,Tình trạng Xe mới,Nhiên liệu Xăng
Mazda,Mazda CX-30 2023,664 triệu,Năm SX 2023,Xuất xứ Nhập khẩu,Kiểu dáng Sedan,Km đã đi 40.000 km,Hộp số Số tự động,Tình trạng Xe mới,Nhiên liệu Xăng
Mazda,Mazda CX-5 2.0L AT FWD 2019,665 triệu,Năm SX 2019,Xuất xứ Trong nước,Kiểu dáng SUV,Km đã đi 60.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Mazda,Mazda CX-8 2021,899 triệu,Năm SX 2021,Xuất xứ Trong nước,Kiểu dáng Sedan,Km đã đi 20.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Mazda,Mazda CX-5 2018,665 triệu,Năm SX 2018,Xuất xứ Trong nước,Kiểu dáng Sedan,Km đã đi 84.135 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Mazda,Mazda CX-5 2020,738 triệu,Năm SX 2020,Xuất xứ Trong nước,Kiểu dáng Sedan,Km đã đi 62.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Mazda,Mazda 3 1.5L Sedan 2014,340 triệu,Năm SX 2014,Xuất xứ Trong nước,Kiểu dáng SUV,Km đã đi 32.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Mazda,Mazda 3 1.5L Sedan 2018,455 triệu,Năm SX 2018,Xuất xứ Trong nước,Kiểu dáng Sedan,Km đã đi 60.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Mazda,Mazda 3 1.5L Sedan 2018,455 triệu,Năm SX 2018,Xuất xứ Trong nước,Kiểu dáng Bán Tải,Km đã đi 62.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Mazda,Mazda CX-5 2.0L Premium 2022,799 triệu,Năm SX 2022,Xuất xứ Trong nước,Kiểu dáng SUV,Km đã đi 80.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Mazda,Mazda 6 2023,700 triệu,Năm SX 2023,Xuất xứ Trong nước,Kiểu dáng Hatchback,Km đã đi 28.000 km,Hộp số Số tự động,Tình trạng Xe mới,Nhiên liệu Xăng
Mazda,Mazda CX-8 Luxury 2021,825 triệu,Năm SX 2021,Xuất xứ Trong nước,Kiểu dáng Sedan,Km đã đi 14.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Mazda,Mazda 3 2023,600 triệu,Năm SX 2023,Xuất xứ Nhập khẩu,Kiểu dáng Sedan,Km đã đi 12.000 km,Hộp số Số tự động,Tình trạng Xe mới,Nhiên liệu Xăng
Mazda,Mazda 3 1.5L Sedan 2017,450 triệu,Năm SX 2017,Xuất xứ Trong nước,Kiểu dáng SUV,Km đã đi 150.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Mazda,Mazda CX-5 2.0l luxury 2022,740 triệu,Năm SX 2022,Xuất xứ Trong nước,Kiểu dáng Sedan,Km đã đi 29.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Mazda,Mazda CX-5 2022,7xx triệu,Năm SX 2022,Xuất xứ Nhập khẩu,Kiểu dáng Hatchback,Km đã đi 50.000 km,Hộp số Số tay,Tình trạng Xe cũ,Nhiên liệu Xăng
Mazda,Mazda 626 1995,59 triệu,Năm SX 1995,Xuất xứ Trong nước,Kiểu dáng SUV,Km đã đi 200 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Mazda,Mazda 3 2018,445 triệu,Năm SX 2018,Xuất xứ Nhập khẩu,Kiểu dáng SUV,Km đã đi 9.999 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Mazda,Mazda CX-3 2021,575 triệu,Năm SX 2021,Xuất xứ Nhập khẩu,Kiểu dáng Sedan,Km đã đi 57 km,Hộp số Số tay,Tình trạng Xe cũ,Nhiên liệu Xăng
Mazda,Mazda 3 2004,155 triệu,Năm SX 2004,Xuất xứ Trong nước,Kiểu dáng SUV,Km đã đi 75.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Mazda,Mazda CX-5 2022,785 triệu,Năm SX 2022,Xuất xứ Trong nước,Kiểu dáng Sedan,Km đã đi 40.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Mazda,Mazda CX-5 2016,495 triệu,Năm SX 2016,Xuất xứ Trong nước,Kiểu dáng Sedan,Km đã đi 93.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Mazda,Mazda 3 Sedan 1.5L Luxury 2017,445 triệu,Năm SX 2017,Xuất xứ Trong nước,Kiểu dáng Sedan,Km đã đi 30.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Mazda,Mazda 3 Sedan 1.5L Luxury 2017,445 triệu,Năm SX 2017,Xuất xứ Trong nước,Kiểu dáng Sedan,Km đã đi 20.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Mazda,Mazda 6 2020,659 triệu,Năm SX 2020,Xuất xứ Trong nước,Kiểu dáng Sedan,Km đã đi 140.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Mazda,Mazda 3 2016,420 triệu,Năm SX 2016,Xuất xứ Nhập khẩu,Kiểu dáng Hatchback,Km đã đi 180.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Mazda,Mazda CX-5 2016,530 triệu,Năm SX 2016,Xuất xứ Trong nước,Kiểu dáng Sedan,Km đã đi 95.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Mazda,Mazda 3 2020,499 triệu,Năm SX 2020,Xuất xứ Nhập khẩu,Kiểu dáng Sedan,Km đã đi 82.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Mazda,Mazda CX-8 2021,790 triệu,Năm SX 2021,Xuất xứ Nhập khẩu,Kiểu dáng Sedan,Km đã đi 64.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Mazda,Mazda CX-5 2018,598 triệu,Năm SX 2018,Xuất xứ Trong nước,Kiểu dáng Sedan,Km đã đi 3.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Mazda,Mazda CX-5 2.5L AT AWD 2020,755 triệu,Năm SX 2020,Xuất xứ Trong nước,Kiểu dáng Sedan,Km đã đi 87.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Mazda,Mazda 3 1.5L Premium 2017,465 triệu,Năm SX 2017,Xuất xứ Trong nước,Kiểu dáng Bán Tải,Km đã đi 80.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Mazda,Mazda 3 2016,375 triệu,Năm SX 2016,Xuất xứ Trong nước,Kiểu dáng SUV,Km đã đi 97.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Mazda,Mazda 3 Sport 1.5L Luxury 2022,615 triệu,Năm SX 2022,Xuất xứ Trong nước,Kiểu dáng Hatchback,Km đã đi 56.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Mazda,Mazda 3 2019,509 triệu,Năm SX 2019,Xuất xứ Trong nước,Kiểu dáng Sedan,Km đã đi 36.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Mazda,Mazda 3 2021,537 triệu,Năm SX 2021,Xuất xứ Nhập khẩu,Kiểu dáng Sedan,Km đã đi 39.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Mazda,Mazda 3 2009,220 triệu,Năm SX 2009,Xuất xứ Trong nước,Kiểu dáng Sedan,Km đã đi 30.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Mazda,Kia Sonet 1.5 Premium 2023,519 triệu,Năm SX 2023,Xuất xứ Trong nước,Kiểu dáng Sedan,Km đã đi 13.000 km,Hộp số Số tự động,Tình trạng Xe mới,Nhiên liệu Xăng
Mazda,Mazda 3 1.5L Luxury 2020,5xx triệu,Năm SX 2020,Xuất xứ Trong nước,Kiểu dáng Sedan,Km đã đi 5.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Mazda,Mazda CX-5 2022,805 triệu,Năm SX 2022,Xuất xứ Trong nước,Kiểu dáng Sedan,Km đã đi 30.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Mazda,Mazda 3 2014,346 triệu,Năm SX 2014,Xuất xứ Trong nước,Kiểu dáng Sedan,Km đã đi 20.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Mazda,Mazda CX-5 2013,415 triệu,Năm SX 2013,Xuất xứ Trong nước,Kiểu dáng Sedan,Km đã đi 57.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Mazda,Mazda 3 2015,455 triệu,Năm SX 2015,Xuất xứ Trong nước,Kiểu dáng Sedan,Km đã đi 50.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Mazda,Mazda 3 2020,533 triệu,Năm SX 2020,Xuất xứ Nhập khẩu,Kiểu dáng SUV,Km đã đi 30.000 km,Hộp số Số tay,Tình trạng Xe cũ,Nhiên liệu Xăng
Mazda,Mazda 323 2005,55 triệu,Năm SX 2005,Xuất xứ Trong nước,Kiểu dáng Sedan,Km đã đi 130.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Mazda,Mazda CX-5 2018,598 triệu,Năm SX 2018,Xuất xứ Trong nước,Kiểu dáng SUV,Km đã đi 46.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
